Path	Type	Full Address	Device Offset	Mode	Bit Offset	Bit Size	Enum	Description
TimeToolDev.ClinkFeb[0].ClinkTop.ClinkClkFreq[0]	<class 'pyrogue._Variable.RemoteVariable'>	0x100028	0x28	RO	[0]	[32]	None	CameraLink Clock Freq
TimeToolDev.ClinkFeb[0].ClinkTop.ClinkClkFreq[1]	<class 'pyrogue._Variable.RemoteVariable'>	0x10002c	0x2c	RO	[0]	[32]	None	CameraLink Clock Freq
TimeToolDev.ClinkFeb[0].ClinkTop.ClinkClkFreq[2]	<class 'pyrogue._Variable.RemoteVariable'>	0x100030	0x30	RO	[0]	[32]	None	CameraLink Clock Freq
TimeToolDev.ClinkFeb[0].ClinkTop.Ch[0].LinkMode	<class 'pyrogue._Variable.RemoteVariable'>	0x100100	0x0	RW	[0]	[3]	{0: 'Disable', 1: 'Base', 2: 'Medium', 3: 'Full', 4: 'Deca'}	
                Link mode control for camera link lanes:
                Disable: Nothing connected
                Base: Port Supported [A,B,C], # of chips = 1, # of connectors = 1
                Medium: Port Supported [A,B,C,D,E,F], # of chips = 2, # of connectors = 2
                Full: Port Supported [A,B,C,D,E,F,G,H], # of chips = 3, # of connectors = 3
                Deca: Refer to section /"2.2.3 Camera Link 80 bit/" CameraLink spec V2.0, page 16
                
TimeToolDev.ClinkFeb[0].ClinkTop.Ch[0].DataMode	<class 'pyrogue._Variable.RemoteVariable'>	0x100104	0x4	RW	[0]	[4]	{0: 'None', 1: '8Bit', 2: '10Bit', 3: '12Bit', 4: '14Bit', 5: '16Bit', 6: '24Bit', 7: '30Bit', 8: '36Bit'}	Data mode
TimeToolDev.ClinkFeb[0].ClinkTop.Ch[0].FrameMode	<class 'pyrogue._Variable.RemoteVariable'>	0x100108	0x8	RW	[0]	[2]	{0: 'None', 1: 'Line', 2: 'Frame'}	
                None: Disables output
                Line: 1D camera
                Frame" 2D pixel array
                
TimeToolDev.ClinkFeb[0].ClinkTop.Ch[0].TapCount	<class 'pyrogue._Variable.RemoteVariable'>	0x10010c	0xc	RW	[0]	[4]	None	# of video output taps on the Camera Link Interface (# of individual data value channels)
TimeToolDev.ClinkFeb[0].ClinkTop.Ch[0].DataEn	<class 'pyrogue._Variable.RemoteVariable'>	0x100110	0x10	RW	[0]	[1]	{False: 'False', True: 'True'}	Data enable.  When 0x0 causes reset on ClinkData's FSM module
TimeToolDev.ClinkFeb[0].ClinkTop.Ch[0].Blowoff	<class 'pyrogue._Variable.RemoteVariable'>	0x100110	0x10	RW	[1]	[1]	{False: 'False', True: 'True'}	Blows off the outbound AXIS stream (for debugging)
TimeToolDev.ClinkFeb[0].ClinkTop.Ch[0].CntRst	<class 'pyrogue._Command.RemoteCommand'>	0x100110	0x10	WO	[2]	[1]	None	
TimeToolDev.ClinkFeb[0].ClinkTop.Ch[0].SerThrottle	<class 'pyrogue._Variable.RemoteVariable'>	0x100110	0x10	RW	[16]	[16]	None	Throttles the UART Serial TX byte rate. Used when the camera cannot accept new bytes until the previous command processed
TimeToolDev.ClinkFeb[0].ClinkTop.Ch[0].BaudRate	<class 'pyrogue._Variable.RemoteVariable'>	0x100114	0x14	RW	[0]	[24]	None	Baud rate
TimeToolDev.ClinkFeb[0].ClinkTop.Ch[0].SwControlValue	<class 'pyrogue._Variable.RemoteVariable'>	0x100118	0x18	RW	[0]	[4]	None	Software camera control bit values
TimeToolDev.ClinkFeb[0].ClinkTop.Ch[0].SwControlEn	<class 'pyrogue._Variable.RemoteVariable'>	0x10011c	0x1c	RW	[0]	[4]	None	Software camera control bit enable mask for lane A
TimeToolDev.ClinkFeb[0].ClinkTop.Ch[0].Running	<class 'pyrogue._Variable.RemoteVariable'>	0x100120	0x20	RO	[0]	[1]	{False: 'False', True: 'True'}	Camera link lane running status
TimeToolDev.ClinkFeb[0].ClinkTop.Ch[0].FrameCount	<class 'pyrogue._Variable.RemoteVariable'>	0x100124	0x24	RO	[0]	[32]	None	Frame counter
TimeToolDev.ClinkFeb[0].ClinkTop.Ch[0].DropCount	<class 'pyrogue._Variable.RemoteVariable'>	0x100128	0x28	RO	[0]	[32]	None	Drop counter
TimeToolDev.ClinkFeb[0].ClinkTop.Pll[0].PHASE_MUX[0]	<class 'pyrogue._Variable.RemoteVariable'>	0x101020	0x20	RW	[13]	[3]	None	
                        Chooses an initial phase offset for the clock output, the
                        resolution is equal to 1/8 VCO period. Not available in
                        UltraScale PLLE3 and UltraScale+ PLLE4.                    
                        
TimeToolDev.ClinkFeb[0].ClinkTop.Pll[0].HIGH_TIME[0]	<class 'pyrogue._Variable.RemoteVariable'>	0x101020	0x20	RW	[6]	[6]	None	
                    Sets the amount of time in VCO cycles that the clock output
                    remains High.                  
                    
TimeToolDev.ClinkFeb[0].ClinkTop.Pll[0].LOW_TIME[0]	<class 'pyrogue._Variable.RemoteVariable'>	0x101020	0x20	RW	[0]	[6]	None	
                    Sets the amount of time in VCO cycles that the clock output
                    remains Low.                  
                    
TimeToolDev.ClinkFeb[0].ClinkTop.Pll[0].PHASE_MUX[1]	<class 'pyrogue._Variable.RemoteVariable'>	0x101028	0x28	RW	[13]	[3]	None	
                        Chooses an initial phase offset for the clock output, the
                        resolution is equal to 1/8 VCO period. Not available in
                        UltraScale PLLE3 and UltraScale+ PLLE4.                    
                        
TimeToolDev.ClinkFeb[0].ClinkTop.Pll[0].HIGH_TIME[1]	<class 'pyrogue._Variable.RemoteVariable'>	0x101028	0x28	RW	[6]	[6]	None	
                    Sets the amount of time in VCO cycles that the clock output
                    remains High.                  
                    
TimeToolDev.ClinkFeb[0].ClinkTop.Pll[0].LOW_TIME[1]	<class 'pyrogue._Variable.RemoteVariable'>	0x101028	0x28	RW	[0]	[6]	None	
                    Sets the amount of time in VCO cycles that the clock output
                    remains Low.                  
                    
TimeToolDev.ClinkFeb[0].ClinkTop.Pll[0].PHASE_MUX[2]	<class 'pyrogue._Variable.RemoteVariable'>	0x101030	0x30	RW	[13]	[3]	None	
                        Chooses an initial phase offset for the clock output, the
                        resolution is equal to 1/8 VCO period. Not available in
                        UltraScale PLLE3 and UltraScale+ PLLE4.                    
                        
TimeToolDev.ClinkFeb[0].ClinkTop.Pll[0].HIGH_TIME[2]	<class 'pyrogue._Variable.RemoteVariable'>	0x101030	0x30	RW	[6]	[6]	None	
                    Sets the amount of time in VCO cycles that the clock output
                    remains High.                  
                    
TimeToolDev.ClinkFeb[0].ClinkTop.Pll[0].LOW_TIME[2]	<class 'pyrogue._Variable.RemoteVariable'>	0x101030	0x30	RW	[0]	[6]	None	
                    Sets the amount of time in VCO cycles that the clock output
                    remains Low.                  
                    
TimeToolDev.ClinkFeb[0].ClinkTop.Pll[0].PHASE_MUX[3]	<class 'pyrogue._Variable.RemoteVariable'>	0x101038	0x38	RW	[13]	[3]	None	
                        Chooses an initial phase offset for the clock output, the
                        resolution is equal to 1/8 VCO period. Not available in
                        UltraScale PLLE3 and UltraScale+ PLLE4.                    
                        
TimeToolDev.ClinkFeb[0].ClinkTop.Pll[0].HIGH_TIME[3]	<class 'pyrogue._Variable.RemoteVariable'>	0x101038	0x38	RW	[6]	[6]	None	
                    Sets the amount of time in VCO cycles that the clock output
                    remains High.                  
                    
TimeToolDev.ClinkFeb[0].ClinkTop.Pll[0].LOW_TIME[3]	<class 'pyrogue._Variable.RemoteVariable'>	0x101038	0x38	RW	[0]	[6]	None	
                    Sets the amount of time in VCO cycles that the clock output
                    remains Low.                  
                    
TimeToolDev.ClinkFeb[0].ClinkTop.Pll[0].PHASE_MUX[4]	<class 'pyrogue._Variable.RemoteVariable'>	0x101040	0x40	RW	[13]	[3]	None	
                        Chooses an initial phase offset for the clock output, the
                        resolution is equal to 1/8 VCO period. Not available in
                        UltraScale PLLE3 and UltraScale+ PLLE4.                    
                        
TimeToolDev.ClinkFeb[0].ClinkTop.Pll[0].HIGH_TIME[4]	<class 'pyrogue._Variable.RemoteVariable'>	0x101040	0x40	RW	[6]	[6]	None	
                    Sets the amount of time in VCO cycles that the clock output
                    remains High.                  
                    
TimeToolDev.ClinkFeb[0].ClinkTop.Pll[0].LOW_TIME[4]	<class 'pyrogue._Variable.RemoteVariable'>	0x101040	0x40	RW	[0]	[6]	None	
                    Sets the amount of time in VCO cycles that the clock output
                    remains Low.                  
                    
TimeToolDev.ClinkFeb[0].ClinkTop.Pll[0].PHASE_MUX[5]	<class 'pyrogue._Variable.RemoteVariable'>	0x101018	0x18	RW	[13]	[3]	None	
                        Chooses an initial phase offset for the clock output, the
                        resolution is equal to 1/8 VCO period. Not available in
                        UltraScale PLLE3 and UltraScale+ PLLE4.                    
                        
TimeToolDev.ClinkFeb[0].ClinkTop.Pll[0].HIGH_TIME[5]	<class 'pyrogue._Variable.RemoteVariable'>	0x101018	0x18	RW	[6]	[6]	None	
                    Sets the amount of time in VCO cycles that the clock output
                    remains High.                  
                    
TimeToolDev.ClinkFeb[0].ClinkTop.Pll[0].LOW_TIME[5]	<class 'pyrogue._Variable.RemoteVariable'>	0x101018	0x18	RW	[0]	[6]	None	
                    Sets the amount of time in VCO cycles that the clock output
                    remains Low.                  
                    
TimeToolDev.ClinkFeb[0].ClinkTop.Pll[0].PHASE_MUX[6]	<class 'pyrogue._Variable.RemoteVariable'>	0x101048	0x48	RW	[13]	[3]	None	
                        Chooses an initial phase offset for the clock output, the
                        resolution is equal to 1/8 VCO period. Not available in
                        UltraScale PLLE3 and UltraScale+ PLLE4.                    
                        
TimeToolDev.ClinkFeb[0].ClinkTop.Pll[0].HIGH_TIME[6]	<class 'pyrogue._Variable.RemoteVariable'>	0x101048	0x48	RW	[6]	[6]	None	
                    Sets the amount of time in VCO cycles that the clock output
                    remains High.                  
                    
TimeToolDev.ClinkFeb[0].ClinkTop.Pll[0].LOW_TIME[6]	<class 'pyrogue._Variable.RemoteVariable'>	0x101048	0x48	RW	[0]	[6]	None	
                    Sets the amount of time in VCO cycles that the clock output
                    remains Low.                  
                    
TimeToolDev.ClinkFeb[0].ClinkTop.Pll[0].PHASE_MUX_FB	<class 'pyrogue._Variable.RemoteVariable'>	0x101050	0x50	RW	[13]	[3]	None	
                    Chooses an initial phase offset for the clock output, the
                    resolution is equal to 1/8 VCO period. Not available in
                    UltraScale PLLE3 and UltraScale+ PLLE4.                    
                    
TimeToolDev.ClinkFeb[0].ClinkTop.Pll[0].HIGH_TIME_FB	<class 'pyrogue._Variable.RemoteVariable'>	0x101050	0x50	RW	[6]	[6]	None	
                Sets the amount of time in VCO cycles that the clock output
                remains High.                  
                
TimeToolDev.ClinkFeb[0].ClinkTop.Pll[0].LOW_TIME_FB	<class 'pyrogue._Variable.RemoteVariable'>	0x101050	0x50	RW	[0]	[6]	None	
                Sets the amount of time in VCO cycles that the clock output
                remains Low.                  
                
TimeToolDev.ClinkFeb[0].ClinkTop.Pll[0].FRAC[0]	<class 'pyrogue._Variable.RemoteVariable'>	0x101024	0x24	RW	[12]	[3]	None	
                            Fractional divide counter setting for CLKOUT0. Equivalent to
                            additional divide of 1/8.               
                            
TimeToolDev.ClinkFeb[0].ClinkTop.Pll[0].FRAC_EN[0]	<class 'pyrogue._Variable.RemoteVariable'>	0x101024	0x24	RW	[11]	[1]	None	
                            Enable fractional divider circuitry for CLKOUT0.
                            
TimeToolDev.ClinkFeb[0].ClinkTop.Pll[0].FRAC_WF_R[0]	<class 'pyrogue._Variable.RemoteVariable'>	0x101024	0x24	RW	[10]	[1]	None	
                            Adjusts CLKOUT0 rising edge for improved duty cycle accuracy
                            when using fractional counter.
                            
TimeToolDev.ClinkFeb[0].ClinkTop.Pll[0].MX[0]	<class 'pyrogue._Variable.RemoteVariable'>	0x101024	0x24	WO	[8]	[2]	None	
                    Must be set to 2'b00.
                    
TimeToolDev.ClinkFeb[0].ClinkTop.Pll[0].EDGE[0]	<class 'pyrogue._Variable.RemoteVariable'>	0x101024	0x24	RW	[7]	[1]	None	
                    Chooses the edge that the High Time counter transitions on.
                    
TimeToolDev.ClinkFeb[0].ClinkTop.Pll[0].NO_COUNT[0]	<class 'pyrogue._Variable.RemoteVariable'>	0x101024	0x24	RW	[6]	[1]	None	
                    Bypasses the High and Low Time counters.
                    
TimeToolDev.ClinkFeb[0].ClinkTop.Pll[0].DELAY_TIME[0]	<class 'pyrogue._Variable.RemoteVariable'>	0x101024	0x24	RW	[0]	[6]	None	
                    Phase offset with a resolution equal to the VCO period.
                    
TimeToolDev.ClinkFeb[0].ClinkTop.Pll[0].MX[1]	<class 'pyrogue._Variable.RemoteVariable'>	0x10102c	0x2c	WO	[8]	[2]	None	
                    Must be set to 2'b00.
                    
TimeToolDev.ClinkFeb[0].ClinkTop.Pll[0].EDGE[1]	<class 'pyrogue._Variable.RemoteVariable'>	0x10102c	0x2c	RW	[7]	[1]	None	
                    Chooses the edge that the High Time counter transitions on.
                    
TimeToolDev.ClinkFeb[0].ClinkTop.Pll[0].NO_COUNT[1]	<class 'pyrogue._Variable.RemoteVariable'>	0x10102c	0x2c	RW	[6]	[1]	None	
                    Bypasses the High and Low Time counters.
                    
TimeToolDev.ClinkFeb[0].ClinkTop.Pll[0].DELAY_TIME[1]	<class 'pyrogue._Variable.RemoteVariable'>	0x10102c	0x2c	RW	[0]	[6]	None	
                    Phase offset with a resolution equal to the VCO period.
                    
TimeToolDev.ClinkFeb[0].ClinkTop.Pll[0].MX[2]	<class 'pyrogue._Variable.RemoteVariable'>	0x101034	0x34	WO	[8]	[2]	None	
                    Must be set to 2'b00.
                    
TimeToolDev.ClinkFeb[0].ClinkTop.Pll[0].EDGE[2]	<class 'pyrogue._Variable.RemoteVariable'>	0x101034	0x34	RW	[7]	[1]	None	
                    Chooses the edge that the High Time counter transitions on.
                    
TimeToolDev.ClinkFeb[0].ClinkTop.Pll[0].NO_COUNT[2]	<class 'pyrogue._Variable.RemoteVariable'>	0x101034	0x34	RW	[6]	[1]	None	
                    Bypasses the High and Low Time counters.
                    
TimeToolDev.ClinkFeb[0].ClinkTop.Pll[0].DELAY_TIME[2]	<class 'pyrogue._Variable.RemoteVariable'>	0x101034	0x34	RW	[0]	[6]	None	
                    Phase offset with a resolution equal to the VCO period.
                    
TimeToolDev.ClinkFeb[0].ClinkTop.Pll[0].MX[3]	<class 'pyrogue._Variable.RemoteVariable'>	0x10103c	0x3c	WO	[8]	[2]	None	
                    Must be set to 2'b00.
                    
TimeToolDev.ClinkFeb[0].ClinkTop.Pll[0].EDGE[3]	<class 'pyrogue._Variable.RemoteVariable'>	0x10103c	0x3c	RW	[7]	[1]	None	
                    Chooses the edge that the High Time counter transitions on.
                    
TimeToolDev.ClinkFeb[0].ClinkTop.Pll[0].NO_COUNT[3]	<class 'pyrogue._Variable.RemoteVariable'>	0x10103c	0x3c	RW	[6]	[1]	None	
                    Bypasses the High and Low Time counters.
                    
TimeToolDev.ClinkFeb[0].ClinkTop.Pll[0].DELAY_TIME[3]	<class 'pyrogue._Variable.RemoteVariable'>	0x10103c	0x3c	RW	[0]	[6]	None	
                    Phase offset with a resolution equal to the VCO period.
                    
TimeToolDev.ClinkFeb[0].ClinkTop.Pll[0].MX[4]	<class 'pyrogue._Variable.RemoteVariable'>	0x101044	0x44	WO	[8]	[2]	None	
                    Must be set to 2'b00.
                    
TimeToolDev.ClinkFeb[0].ClinkTop.Pll[0].EDGE[4]	<class 'pyrogue._Variable.RemoteVariable'>	0x101044	0x44	RW	[7]	[1]	None	
                    Chooses the edge that the High Time counter transitions on.
                    
TimeToolDev.ClinkFeb[0].ClinkTop.Pll[0].NO_COUNT[4]	<class 'pyrogue._Variable.RemoteVariable'>	0x101044	0x44	RW	[6]	[1]	None	
                    Bypasses the High and Low Time counters.
                    
TimeToolDev.ClinkFeb[0].ClinkTop.Pll[0].DELAY_TIME[4]	<class 'pyrogue._Variable.RemoteVariable'>	0x101044	0x44	RW	[0]	[6]	None	
                    Phase offset with a resolution equal to the VCO period.
                    
TimeToolDev.ClinkFeb[0].ClinkTop.Pll[0].PHASE_MUX_F_CLKOUT[0]	<class 'pyrogue._Variable.RemoteVariable'>	0x10101c	0x1c	RW	[11]	[3]	None	
                            CLKOUT0 data required when using fractional
                            counter. Chooses an initial phase offset for the
                            falling edge of the clock output. The resolution is
                            equal to 1/8 VCO period. Not available in UltraScale
                            PLLE3 and UltraScale+ PLLE4.             
                            
TimeToolDev.ClinkFeb[0].ClinkTop.Pll[0].FRAC_WF_F_CLKOUT[0]	<class 'pyrogue._Variable.RemoteVariable'>	0x10101c	0x1c	RW	[10]	[1]	None	
                            Adjusts CLKOUT0 falling edge for improved duty
                            cycle accuracy when using fractional counter.            
                            
TimeToolDev.ClinkFeb[0].ClinkTop.Pll[0].MX[5]	<class 'pyrogue._Variable.RemoteVariable'>	0x10101c	0x1c	WO	[8]	[2]	None	
                    Must be set to 2'b00.
                    
TimeToolDev.ClinkFeb[0].ClinkTop.Pll[0].EDGE[5]	<class 'pyrogue._Variable.RemoteVariable'>	0x10101c	0x1c	RW	[7]	[1]	None	
                    Chooses the edge that the High Time counter transitions on.
                    
TimeToolDev.ClinkFeb[0].ClinkTop.Pll[0].NO_COUNT[5]	<class 'pyrogue._Variable.RemoteVariable'>	0x10101c	0x1c	RW	[6]	[1]	None	
                    Bypasses the High and Low Time counters.
                    
TimeToolDev.ClinkFeb[0].ClinkTop.Pll[0].DELAY_TIME[5]	<class 'pyrogue._Variable.RemoteVariable'>	0x10101c	0x1c	RW	[0]	[6]	None	
                    Phase offset with a resolution equal to the VCO period.
                    
TimeToolDev.ClinkFeb[0].ClinkTop.Pll[0].PHASE_MUX_F_CLKOUT_FB	<class 'pyrogue._Variable.RemoteVariable'>	0x10104c	0x4c	RW	[11]	[3]	None	
                            CLKFBOUT data required when using fractional
                            counter. Chooses an initial phase offset for the
                            falling edge of the clock output. The resolution is
                            equal to 1/8 VCO period. Not available in UltraScale
                            PLLE3 and UltraScale+ PLLE4.             
                            
TimeToolDev.ClinkFeb[0].ClinkTop.Pll[0].FRAC_WF_F_CLKOUT_FB	<class 'pyrogue._Variable.RemoteVariable'>	0x10104c	0x4c	RW	[10]	[1]	None	
                            Adjusts CLKFBOUT falling edge for improved duty
                            cycle accuracy when using fractional counter.            
                            
TimeToolDev.ClinkFeb[0].ClinkTop.Pll[0].MX[6]	<class 'pyrogue._Variable.RemoteVariable'>	0x10104c	0x4c	WO	[8]	[2]	None	
                    Must be set to 2'b00.
                    
TimeToolDev.ClinkFeb[0].ClinkTop.Pll[0].EDGE[6]	<class 'pyrogue._Variable.RemoteVariable'>	0x10104c	0x4c	RW	[7]	[1]	None	
                    Chooses the edge that the High Time counter transitions on.
                    
TimeToolDev.ClinkFeb[0].ClinkTop.Pll[0].NO_COUNT[6]	<class 'pyrogue._Variable.RemoteVariable'>	0x10104c	0x4c	RW	[6]	[1]	None	
                    Bypasses the High and Low Time counters.
                    
TimeToolDev.ClinkFeb[0].ClinkTop.Pll[0].DELAY_TIME[6]	<class 'pyrogue._Variable.RemoteVariable'>	0x10104c	0x4c	RW	[0]	[6]	None	
                    Phase offset with a resolution equal to the VCO period.
                    
TimeToolDev.ClinkFeb[0].ClinkTop.Pll[0].FRAC_FB	<class 'pyrogue._Variable.RemoteVariable'>	0x101054	0x54	RW	[12]	[3]	None	
                    Fractional divide counter setting for CLKFBOUT. Equivalent to
                    additional divide of 1/8.               
                    
TimeToolDev.ClinkFeb[0].ClinkTop.Pll[0].FRAC_EN_FB	<class 'pyrogue._Variable.RemoteVariable'>	0x101054	0x54	RW	[11]	[1]	None	
                    Enable fractional divider circuitry for CLKFBOUT.
                    
TimeToolDev.ClinkFeb[0].ClinkTop.Pll[0].FRAC_WF_R_FB	<class 'pyrogue._Variable.RemoteVariable'>	0x101054	0x54	RW	[10]	[1]	None	
                    Adjusts CLKFBOUT rising edge for improved duty cycle accuracy
                    when using fractional counter.
                    
TimeToolDev.ClinkFeb[0].ClinkTop.Pll[0].MX_FB	<class 'pyrogue._Variable.RemoteVariable'>	0x101054	0x54	WO	[8]	[2]	None	
                Must be set to 2'b00.
                
TimeToolDev.ClinkFeb[0].ClinkTop.Pll[0].EDGE_FB	<class 'pyrogue._Variable.RemoteVariable'>	0x101054	0x54	RW	[7]	[1]	None	
                Chooses the edge that the High Time counter transitions on.
                
TimeToolDev.ClinkFeb[0].ClinkTop.Pll[0].NO_COUNT_FB	<class 'pyrogue._Variable.RemoteVariable'>	0x101054	0x54	RW	[6]	[1]	None	
                Bypasses the High and Low Time counters.
                
TimeToolDev.ClinkFeb[0].ClinkTop.Pll[0].DELAY_TIME_FB	<class 'pyrogue._Variable.RemoteVariable'>	0x101054	0x54	RW	[0]	[6]	None	
                Phase offset with a resolution equal to the VCO period.
                
TimeToolDev.ClinkFeb[0].ClinkTop.Pll[0].EDGE_DIV	<class 'pyrogue._Variable.RemoteVariable'>	0x101058	0x58	RW	[13]	[1]	None	
                Chooses the edge that the High Time counter transitions on.
                
TimeToolDev.ClinkFeb[0].ClinkTop.Pll[0].NO_COUNT_DIV	<class 'pyrogue._Variable.RemoteVariable'>	0x101058	0x58	RW	[12]	[1]	None	
                Bypasses the High and Low Time counters.
                
TimeToolDev.ClinkFeb[0].ClinkTop.Pll[0].HIGH_TIME_DIV	<class 'pyrogue._Variable.RemoteVariable'>	0x101058	0x58	RW	[6]	[6]	None	
                Sets the amount of time in VCO cycles that the clock output
                remains High.                  
                
TimeToolDev.ClinkFeb[0].ClinkTop.Pll[0].LOW_TIME_DIV	<class 'pyrogue._Variable.RemoteVariable'>	0x101058	0x58	RW	[0]	[6]	None	
                Sets the amount of time in VCO cycles that the clock output
                remains Low.                  
                
TimeToolDev.ClinkFeb[0].ClinkTop.Pll[0].LockReg[0]	<class 'pyrogue._Variable.RemoteVariable'>	0x101060	0x60	RW	[0]	[16]	None	
                Three additional LOCK configuration registers must also be updated based on how the MMCM
                is programmed. These values are automatically setup by the reference design.
                
TimeToolDev.ClinkFeb[0].ClinkTop.Pll[0].LockReg[1]	<class 'pyrogue._Variable.RemoteVariable'>	0x101064	0x64	RW	[0]	[16]	None	
                Three additional LOCK configuration registers must also be updated based on how the MMCM
                is programmed. These values are automatically setup by the reference design.
                
TimeToolDev.ClinkFeb[0].ClinkTop.Pll[0].LockReg[2]	<class 'pyrogue._Variable.RemoteVariable'>	0x101068	0x68	RW	[0]	[16]	None	
                Three additional LOCK configuration registers must also be updated based on how the MMCM
                is programmed. These values are automatically setup by the reference design.
                
TimeToolDev.ClinkFeb[0].ClinkTop.Pll[0].FiltReg[0]	<class 'pyrogue._Variable.RemoteVariable'>	0x101138	0x138	RW	[0]	[16]	None	
                This bit is pulled from the lookup table provided in the reference design.
                
TimeToolDev.ClinkFeb[0].ClinkTop.Pll[0].FiltReg[1]	<class 'pyrogue._Variable.RemoteVariable'>	0x10113c	0x13c	RW	[0]	[16]	None	
                This bit is pulled from the lookup table provided in the reference design.
                
TimeToolDev.ClinkFeb[0].ClinkTop.Pll[0].POWER	<class 'pyrogue._Variable.RemoteVariable'>	0x1010a0	0xa0	WO	[0]	[16]	None	
                These bits must all be set High when performing DRP.
                
TimeToolDev.ClinkFeb[0].ClinkTop.Pll[1].PHASE_MUX[0]	<class 'pyrogue._Variable.RemoteVariable'>	0x102020	0x20	RW	[13]	[3]	None	
                        Chooses an initial phase offset for the clock output, the
                        resolution is equal to 1/8 VCO period. Not available in
                        UltraScale PLLE3 and UltraScale+ PLLE4.                    
                        
TimeToolDev.ClinkFeb[0].ClinkTop.Pll[1].HIGH_TIME[0]	<class 'pyrogue._Variable.RemoteVariable'>	0x102020	0x20	RW	[6]	[6]	None	
                    Sets the amount of time in VCO cycles that the clock output
                    remains High.                  
                    
TimeToolDev.ClinkFeb[0].ClinkTop.Pll[1].LOW_TIME[0]	<class 'pyrogue._Variable.RemoteVariable'>	0x102020	0x20	RW	[0]	[6]	None	
                    Sets the amount of time in VCO cycles that the clock output
                    remains Low.                  
                    
TimeToolDev.ClinkFeb[0].ClinkTop.Pll[1].PHASE_MUX[1]	<class 'pyrogue._Variable.RemoteVariable'>	0x102028	0x28	RW	[13]	[3]	None	
                        Chooses an initial phase offset for the clock output, the
                        resolution is equal to 1/8 VCO period. Not available in
                        UltraScale PLLE3 and UltraScale+ PLLE4.                    
                        
TimeToolDev.ClinkFeb[0].ClinkTop.Pll[1].HIGH_TIME[1]	<class 'pyrogue._Variable.RemoteVariable'>	0x102028	0x28	RW	[6]	[6]	None	
                    Sets the amount of time in VCO cycles that the clock output
                    remains High.                  
                    
TimeToolDev.ClinkFeb[0].ClinkTop.Pll[1].LOW_TIME[1]	<class 'pyrogue._Variable.RemoteVariable'>	0x102028	0x28	RW	[0]	[6]	None	
                    Sets the amount of time in VCO cycles that the clock output
                    remains Low.                  
                    
TimeToolDev.ClinkFeb[0].ClinkTop.Pll[1].PHASE_MUX[2]	<class 'pyrogue._Variable.RemoteVariable'>	0x102030	0x30	RW	[13]	[3]	None	
                        Chooses an initial phase offset for the clock output, the
                        resolution is equal to 1/8 VCO period. Not available in
                        UltraScale PLLE3 and UltraScale+ PLLE4.                    
                        
TimeToolDev.ClinkFeb[0].ClinkTop.Pll[1].HIGH_TIME[2]	<class 'pyrogue._Variable.RemoteVariable'>	0x102030	0x30	RW	[6]	[6]	None	
                    Sets the amount of time in VCO cycles that the clock output
                    remains High.                  
                    
TimeToolDev.ClinkFeb[0].ClinkTop.Pll[1].LOW_TIME[2]	<class 'pyrogue._Variable.RemoteVariable'>	0x102030	0x30	RW	[0]	[6]	None	
                    Sets the amount of time in VCO cycles that the clock output
                    remains Low.                  
                    
TimeToolDev.ClinkFeb[0].ClinkTop.Pll[1].PHASE_MUX[3]	<class 'pyrogue._Variable.RemoteVariable'>	0x102038	0x38	RW	[13]	[3]	None	
                        Chooses an initial phase offset for the clock output, the
                        resolution is equal to 1/8 VCO period. Not available in
                        UltraScale PLLE3 and UltraScale+ PLLE4.                    
                        
TimeToolDev.ClinkFeb[0].ClinkTop.Pll[1].HIGH_TIME[3]	<class 'pyrogue._Variable.RemoteVariable'>	0x102038	0x38	RW	[6]	[6]	None	
                    Sets the amount of time in VCO cycles that the clock output
                    remains High.                  
                    
TimeToolDev.ClinkFeb[0].ClinkTop.Pll[1].LOW_TIME[3]	<class 'pyrogue._Variable.RemoteVariable'>	0x102038	0x38	RW	[0]	[6]	None	
                    Sets the amount of time in VCO cycles that the clock output
                    remains Low.                  
                    
TimeToolDev.ClinkFeb[0].ClinkTop.Pll[1].PHASE_MUX[4]	<class 'pyrogue._Variable.RemoteVariable'>	0x102040	0x40	RW	[13]	[3]	None	
                        Chooses an initial phase offset for the clock output, the
                        resolution is equal to 1/8 VCO period. Not available in
                        UltraScale PLLE3 and UltraScale+ PLLE4.                    
                        
TimeToolDev.ClinkFeb[0].ClinkTop.Pll[1].HIGH_TIME[4]	<class 'pyrogue._Variable.RemoteVariable'>	0x102040	0x40	RW	[6]	[6]	None	
                    Sets the amount of time in VCO cycles that the clock output
                    remains High.                  
                    
TimeToolDev.ClinkFeb[0].ClinkTop.Pll[1].LOW_TIME[4]	<class 'pyrogue._Variable.RemoteVariable'>	0x102040	0x40	RW	[0]	[6]	None	
                    Sets the amount of time in VCO cycles that the clock output
                    remains Low.                  
                    
TimeToolDev.ClinkFeb[0].ClinkTop.Pll[1].PHASE_MUX[5]	<class 'pyrogue._Variable.RemoteVariable'>	0x102018	0x18	RW	[13]	[3]	None	
                        Chooses an initial phase offset for the clock output, the
                        resolution is equal to 1/8 VCO period. Not available in
                        UltraScale PLLE3 and UltraScale+ PLLE4.                    
                        
TimeToolDev.ClinkFeb[0].ClinkTop.Pll[1].HIGH_TIME[5]	<class 'pyrogue._Variable.RemoteVariable'>	0x102018	0x18	RW	[6]	[6]	None	
                    Sets the amount of time in VCO cycles that the clock output
                    remains High.                  
